query,clip_dir,score,is_positive,motion,road_context,weather,time_of_day
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/04,0.3168255388736725,True,moving straight,intersection,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/03,0.33536583185195923,False,moving straight,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_7/02,0.2292029708623886,True,moving straight,city street,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/04,0.07050557434558868,False,stop,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/03,0.7085260152816772,False,moving straight,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/03,0.04436847195029259,False,moving straight,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/03,0.3220052421092987,False,curved lane driving,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_4/02,0.14744240045547485,True,moving straight,city street,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_13/01,0.006114079616963863,True,stop,intersection,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01,0.001117865671403706,False,moving straight,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_1/03,0.012538526207208633,True,moving straight,city street,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/02,0.04357364773750305,False,moving straight,city street,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/03,0.09984449297189713,False,moving straight,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_15/01,0.04593995213508606,True,stop,city street,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_4/01,0.0020354290027171373,False,stop,city street,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/01,0.15244941413402557,False,curved lane driving,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_11/01,0.04790620505809784,True,stop,city street,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/02,0.01908157765865326,True,moving straight,city street,rainy,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/04,0.4712349474430084,False,moving straight,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/03,0.2927192747592926,True,moving straight,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_8/03,0.1260436624288559,False,moving straight,city street,sunny,daytime
The vehicle drives on a multi-lane highway.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,0.0633372887969017,False,stop,city street,sunny,daytime
